Az alább felsoroltak közül melyik nem jellemző a társadalmi és jogi normákra?<br>a) A hipotetikus szerkezet.<br>b) A szankció.<br>c) A múltra irányultság.<br>d) Mindegyik jellemző.	A múltra irányultság.
Melyik állítás hamis a zálogjogviszony esetén?<br>a) A jogviszony alanya a személyes kötelezett és a zálogjogosult.<br>b) A zálogtárgy tulajdonosa a zálogkötelezett.<br>c) A zálogjogosult kielégítési joga akkor nyílik meg, ha a személyes kötelezett nem teljesít. <br>d) A zálogkötelezett csak a zálogtárggyal felel a zálogjogosultnak. 	A jogviszony alanya a személyes kötelezett és a zálogjogosult.
Melyik állítás hamis a zálogjogviszony esetén?<br>a) A jogviszony alanya a zálogkötelezett és a zálogjogosult.<br>b) A zálogtárgy tulajdonosa a zálogjogosult.<br>c) A zálogjogosult kielégítési joga akkor nyílik meg, ha a személyes kötelezett nem teljesít. <br>d) A zálogkötelezett csak a zálogtárggyal felel a zálogjogosultnak. 	A zálogtárgy tulajdonosa a zálogjogosult.
Melyik állítás hamis a zálogjogviszony esetén?<br>a) A jogviszony alanya a zálogkötelezett és a zálogjogosult.<br>b) A zálogtárgy tulajdonosa a zálogkötelezett.<br>c) A zálogjogosult kielégítési joga akkor nyílik meg, ha a személyes kötelezett nem teljesít. <br>d) A zálogkötelezett teljes vagyonával felel a zálogjogosultnak. 	A zálogkötelezett teljes vagyonával felel a zálogjogosultnak. 
Melyik állítás hamis a zálogjogviszony esetén?<br>a) Az óvadék is a zálog egy fajtája.<br>b) Jelzálogjog csak ingatlanon alapítható.<br>c) Kézizálogjog tárgya csak ingó dolog lehet.<br>d) A személyes kötelezett és a zálogkötelezett lehet ugyanaz a személy.	Jelzálogjog csak ingatlanon alapítható.
Melyiket nem teheti meg a haszonélvezeti jog jogosultja?<br>a) A dolgot nem hasznosíthatja.<br>b) A haszonélvezeti jogot nem ruházhatja át.<br>c) A dolgot nem tarthatja a birtokában.<br>d) A fenti 3 mindegyikét megteheti.	A haszonélvezeti jogot nem ruházhatja át.
Az alábbi esetek közül melyikben nem használhatja a birtokos a dolgot?<br>a) Haszonkölcsön esetén.<br>b) Kézizálog esetén.<br>c) Haszonélvezeti jog esetén.<br>d) A fenti esetek mindegyikében használhatja.	Kézizálog esetén.
Az alábbiak közül melyik magatartásra nem irányulhat a kötelem?<br>a) Valaminek az adására.<br>b) Valamilyen tevékenység elvégzésére.<br>c) Valamitől való tartózkodásra.<br>d) Mindegyik fenti magatartásra irányulhat.	Mindegyik fenti magatartásra irányulhat.
Az alábbiak közül melyikből nem keletkezhet kötelem?<br>a) Jogalap nélküli gazdagodásból.<br>b) Személyiségi jog megsértéséből.<br>c) Utaló magatartásból.<br>d) A fentiek mindegyikéből keletkezhet.	A fentiek mindegyikéből keletkezhet.
Az alábbiak közül melyik károkozás jogellenes?<br>a) A károsult beleegyezésével okozott kár.<br>b) Jogtalan támadás elhárítása során a támadónak okozott kár.<br>c) Szükséghelyzetben okozott kár.<br>d) A fentiek egyike sem jogellenes.	A fentiek egyike sem jogellenes.
Az alábbiak közül melyik esetben keletkezik kötelem (kötelezettség)?<br>a) Jogtalan támadás elhárítása során a támadónak okozott kár esetén.<br>b) A károsult beleegyezésével okozott kár esetén.<br>c) Szükséghelyzetben okozott kár esetén.<br>d) Egyik esetben sem keletkezik.	Szükséghelyzetben okozott kár esetén.
Melyik állítás igaz?<br>a) Kártérítési kötelezettséghez nem szükséges a kár bekövetkezése.<br>b) A kár bekövetkezését a károsultnak kell bizonyítania.<br>c) Akit személyiségi jogában megsértenek, kártérítést követelhet.<br>d) Akit személyiségi jogában megsértenek, kártalanítást követelhet. 	A kár bekövetkezését a károsultnak kell bizonyítania.
Melyik állítás igaz?<br>a) A sérelemdíj megállapításához nem szükséges kár bekövetkezése.<br>b) A becsületsértésért büntetőeljárásban kérhető sérelemdíj.<br>c) A becsületsértésért megítélt pénzbüntetés a sértettet illeti.<br>d) A személyiségi jog megsértése bűncselekmény.	A sérelemdíj megállapításához nem szükséges kár bekövetkezése.
Melyik állítás igaz?<br>a) Az ajándékozás egyoldalú nyilatkozat.<br>b) Ha valaki nyilvánosan díjat ígér egy teljesítményért, nem köteles azt teljesíteni.<br>c) Ha valaki közérdekű célra vállal kötelezettséget, az egy szerződés az állammal.<br>d) A szerződés soha nem lehet egyoldalú nyilatkozat.	A szerződés soha nem lehet egyoldalú nyilatkozat.
Melyik állítás igaz?<br>a) Ha valaki tévedésből többet utal át a vételárnál, nem követelheti azt vissza.<br>b) Ha valaki tévedésből többet utal át a vételárnál, az ajándékozásnak minősül.<br>c) Ha valaki tévedésből többet utal át, a többletet a másik köteles visszatéríteni.<br>d) Ha valaki tévedésből többet utal át, a többlet felét visszakövetelheti.	Ha valaki tévedésből többet utal át, a többletet a másik köteles visszatéríteni.
Melyik állítás igaz?<br>a) Értékpapírt csak írásban, okirati formában lehet kibocsátani.<br>b) Az értékpapír egy szerződés a kibocsátó és a jogosult között.<br>c) Az értékpapírban foglalt követelés nem átruházható.<br>d) A befektetési jegy az értékpapír egyik fajtája.	A befektetési jegy az értékpapír egyik fajtája.
Melyik állítás hamis?<br>a) A váltó hitelviszonyt megtestesítő értékpapír.<br>b) A kötvény tagsági jogokat megtestesítő értékpapír.<br>c) A részvény tagsági jogokat megtestesítő értékpapír.<br>d) A közraktári jegy dologi jogot megtestesítő értékpapír.	A kötvény tagsági jogokat megtestesítő értékpapír.
Az alábbi esetek közül melyikben nem szűnik meg a kötelem (fő szabály szerint)?<br>a) A szolgáltatás teljesítésével.<br>b) A kötelezett halálával.<br>c) Tartozásátvállalás esetén.<br>d) A jogosult jogutód nélküli megszűnése esetén.	Tartozásátvállalás esetén.
Hányféle formában lehet jognyilatkozatot tenni? Sorolja is fel őket.<br>a) 2, amelyek a következők: szóban, írásban<br>b) 3, amelyek a következők: szóban, írásban, ráutaló magatartással<br>c) 4, amelyek a következők: szóban, írásban, tettlegesen, ráutaló magatartással<br>d) 5, amelyek a következők: szóban, írásban, gondolatban, tettlegesen, ráutaló magatartással	3, amelyek a következők: szóban, írásban, ráutaló magatartással
Mikor minősül a jognyilatkozat írásba foglaltnak?<br>a) Ha a nyilatkozó saját kezűleg írta.<br>b) Ha két tanú aláírta.<br>c) Ha a nyilatkozó aláírta.<br>d) Ha ügyvéd aláírta.	Ha a nyilatkozó aláírta.
Az alábbiak közül ki nem készíthet közokiratot?<br>a) Ügyvéd.<br>b) Bíróság.<br>c) Közjegyző.<br>d) Közigazgatási szerv.	Ügyvéd.
Melyik állítás hamis?<br>a) A képviseleti jog alapulhat vállalkozási szerződésen.<br>b) A képviseleti jog alapulhat létesítő okiraton.<br>c) A képviseleti jog alapulhat meghatalmazáson.<br>d) A képviseleti jog alapulhat jogszabályon. 	A képviseleti jog alapulhat vállalkozási szerződésen.
Melyik állítás igaz?<br>a) Jognyilatkozatot csak személyesen lehet tenni.<br>b) A képviselő jognyilatkozata a képviselőt jogosítja és kötelezi.<br>c) A meghatalmazás egyoldalú jognyilatkozat.<br>d) A meghatalmazás szóban nem érvényes.	A meghatalmazás egyoldalú jognyilatkozat.
Hány év alatt évülnek el a követelések (fő szabály szerint)?<br>a) 3 év alatt.<br>b) 5 év alatt. <br>c) 1 év alatt.<br>d) A követelések nem évülnek el.	5 év alatt. 
Melyik állítás igaz?<br>a) Elévült követelés bírósági eljárásban csak jogi képviselettel érvényesíthető.<br>b) Ha valaki elévült követelést teljesít, utóbb visszakövetelheti azt.<br>c) A fogadásból eredő követelés bíróság előtt 1 évig érvényesíthető.<br>d) Mindhárom fenti állítás hamis.	Mindhárom fenti állítás hamis.
Melyik állítás a legpontosabb a szerződésre vonatkozóan?<br>a) A szerződés a felek egyidejű és egybehangzó jognyilatkozata.<br>b) A szerződés a felek kölcsönös és egyidejű jognyilatkozata.<br>c) A szerződés a felek kölcsönös és egybehangzó jognyilatkozata.<br>d) A szerződés a felek kölcsönös, egybehangzó és egyidejű jognyilatkozata.	A szerződés a felek kölcsönös és egybehangzó jognyilatkozata.
Az alábbiak közül melyik nem tartozik a szerződési jog legfontosabb alapelvei közé?<br>a) A szerződési szabadság elve.<br>b) A visszterhesség vélelme.<br>c) Az együttműködési és tájékoztatási kötelezettség.<br>d) A gyengébb fél érdekei védelmének az elve.	A gyengébb fél érdekei védelmének az elve.
Mi történik ha a felek szerződési nyilatkozatai lényeges kérdésben eltérnek?<br>a) A szerződés megtámadható lesz.<br>b) A szerződés érvénytelen lesz.<br>c) A szerződés nem jön létre.<br>d) A bíróság ítéletével kiküszöböli az eltérést.	A szerződés nem jön létre.
Melyik állítás hamis az ajánlatra vonatkozóan?<br>a) Aki ajánlatot tesz, meghatározott ideig kötve van az ajánlathoz.<br>b) Az ajánlati kötöttség idejét a felek közösen határozzák meg.<br>c) Ha a másik fél határidőben elfogadja az ajánlatot, a szerződés létrejön.<br>d) Ha a másik fél eltérő tartalommal fogadja el, az új ajánlatnak minősül.	Az ajánlati kötöttség idejét a felek közösen határozzák meg.
Az alábbiak közül melyikből nem származhat szerződéskötési kötelezettség?<br>a) Jogszabályból.<br>b) Versenyeztetési eljárásból.<br>c) Előszerződésből.<br>d) Mindhárom fentiből származhat.	Mindhárom fentiből származhat.
Melyik állítás igaz?<br>a) Az Általános Szerződési Feltételeket a felek előre, közösen határozzák meg.<br>b) A fogyasztó csak természetes személy lehet.<br>c) Távollévők között kötött szerződés létrejöhet két vállalkozás között is.<br>d) Fogyasztói szerződés esetén a fogyasztót 14 napon belül elállási jog illeti meg.	A fogyasztó csak természetes személy lehet.
Az érvénytelenségnek hányféle formája van a polgári jogban, és melyek ezek?<br>a) 3, éspedig a következők: semmisség, megtámadhatóság, elévülés<br>b) 2, éspedig a következők: semmisség, megtámadhatóság<br>c) 1, éspedig a következő: semmisség<br>d) A polgári jogban nem létezik az érvénytelenség fogalma.	2, éspedig a következők: semmisség, megtámadhatóság
Az alábbiak közül melyik a célzott joghatás hibája?<br>a) A tévedés.<br>b) A megtévesztés.<br>c) A jó erkölcsbe ütközés.<br>d) A jogellenes fenyegetés.	A jó erkölcsbe ütközés.
Az alábbi esetek közül melyikben merül fel a szerződési akarat hibája?<br>a) A megtévesztéssel kötött szerződés.<br>b) Az uzsorás szerződés.<br>c) A jogszabályba ütköző szerződés.<br>d) A nem megfelelő formában megkötött szerződés.	A megtévesztéssel kötött szerződés.
Melyik állítás igaz?<br>a) A jogszabályba ütköző szerződés megtámadható.<br>b) A jogellenes fenyegetéssel kötött szerződés semmis.<br>c) Az uzsorás szerződés semmis.<br>d) Mindhárom fenti állítás hamis.	Az uzsorás szerződés semmis.
Az alábbiak közül melyiknek a jogkövetkezménye a szerződés semmissége?<br>a) A feltűnő értékaránytalansággal kötött szerződés.<br>b) A megtévesztéssel kötött szerződés.<br>c) A jó erkölcsbe ütköző szerződés.<br>d) A jogellenes fenyegetéssel kötött szerződés.	A jó erkölcsbe ütköző szerződés.
Melyik állítás hamis?<br>a) Érvénytelen szerződés alapján a teljesítés nem követelhető.<br>b) Hatálytalan szerződés alapján a teljesítés nem követelhető.<br>c) Érvénytelen szerződés alapján teljesített szolgáltatást nem lehet visszakövetelni.<br>d) Érvénytelen szerződés utóbb érvényessé válhat a felek akaratából.	Érvénytelen szerződés alapján teljesített szolgáltatást nem lehet visszakövetelni.
Szerződésszegés esetén melyiket nem teheti meg a sérelmet szenvedett fél?<br>a) Továbbra is követelheti a teljesítést.<br>b) Fedezeti szerződést köthet és követelheti annak költségeit.<br>c) A nála levő, a másik fél tulajdonát képező dologból kielégítést kereshet.<br>d) A saját szolgáltatását visszatarthatja.	A nála levő, a másik fél tulajdonát képező dologból kielégítést kereshet.
Az alábbiak közül melyik nem tartozik a szerződésszegés nevesített esetei közé?<br>a) A késedelem.<br>b) Az elállás.<br>c) A lehetetlenülés.<br>d) A teljesítés megtagadása.	Az elállás.
Melyik állítás hamis?<br>a) Ha jogosult késedelembe esik a kárveszély átszáll rá.<br>b) Ha a hiba a teljesítés után keletkezett, szavatossági igény nem érvényesíthető.<br>c) Ha a teljesítés lehetetlenné válik, a szerződés megtámadható.<br>d) A kellékszavatossági igények 1 év alatt elévülnek.	Ha a teljesítés lehetetlenné válik, a szerződés megtámadható.
Mennyi a kellékszavatossági igények elévülési ideje fogyasztói szerződés esetén?<br>a) 1 év<br>b) 2 év<br>c) 5 év<br>d) Fogyasztói szerződés esetén ezen igények nem évülnek el.	2 év
Az alábbiak közül melyiket nem választhatja a fogyasztó termékszavatossági igényként?<br>a) A kijavítást.<br>b) A kicserélést.<br>c) Az elállást.<br>d) Mindhármat választhatja.	Az elállást.
Melyik állítás igaz a jótállásra vonatkozóan?<br>a) A jótállás minden szerződés esetén megilleti a szolgáltatás jogosultját.<br>b) A szavatosság és a jótállás ugyanazt jelenti.<br>c) A jótállási idő nem lehet hosszabb 5 évnél.<br>d) A jótállás lehet önkéntes vagy kötelező.	A jótállás lehet önkéntes vagy kötelező.
Az alábbi alanyváltozások közül melyik háromoldalú megállapodás?<br>a) A jogátruházás.<br>b) Az engedményezés.<br>c) A tartozásátvállalás.<br>d) Egyik sem.	A tartozásátvállalás.
Melyik állítás hamis?<br>a) A szerződés felmondása egyoldalú jognyilatkozat.<br>b) Az elállás a jövőre nézve szünteti meg a szerződést.<br>c) A szerződés felbontása a felek közös nyilatkozata.<br>d) A felek a szerződést bármikor megszüntethetik.	Az elállás a jövőre nézve szünteti meg a szerződést.
Az alábbiak közül melyik jog nem alapítható (szerezhető meg) bármikor?<br>a) Az eladási jog.<br>b) A vételi jog.<br>c) A visszavásárlási jog.<br>d) Az elővásárlási jog.	A visszavásárlási jog.
Melyik állítás hamis?<br>a) Az eladási jog jogosultja egyoldalú nyilatkozattal eladhatja a dolgot.<br>b) Az elővásárlási jog jogosultja egyoldalú nyilatkozattal megveheti a dolgot.<br>c) A vételi jog jogosultja egyoldalú nyilatkozattal megveheti a dolgot.<br>d) A visszavásárlási jog jogosultja egyoldalú nyilatkozattal megveheti a dolgot.	Az elővásárlási jog jogosultja egyoldalú nyilatkozattal megveheti a dolgot.
Az alábbiak közül melyiket nem kell az ingatlan-nyilvántartásba bejegyeztetni?<br>a) A tulajdonjog fenntartást.<br>b) A vételi jogot.<br>c) Az eladási jogot.<br>d) Mindhárom fentit be kell jegyeztetni.	Mindhárom fentit be kell jegyeztetni.
Az alábbiak közül melyiket nem kell az ingatlan-nyilvántartásba bejegyeztetni?<br>a) A tulajdonjog fenntartást.<br>b) A vételi jogot.<br>c) Az elbirtoklás megkezdődését.<br>d) Mindhárom fentit be kell jegyeztetni.	Az elbirtoklás megkezdődését.
Melyik állítás igaz?<br>a) Az ajándékozás egyoldalú jognyilatkozat.<br>b) Ajándékozás történhet ellenérték fejében is.<br>c) Az ajándék egyes esetekben visszakövetelhető.<br>d) Az ajándékozásra a jogalap nélküli gazdagodás szabályait kell alkalmazni.	Az ajándék egyes esetekben visszakövetelhető.
Melyik állítás hamis a vállalkozási szerződésre vonatkozóan?<br>a) A vállalkozási szerződés eredménykötelem.<br>b) A megrendelő a teljesítés előtt bármikor elállhat.<br>c) A vállalkozó a teljesítés előtt bármikor elállhat.<br>d) A vállalkozót törvényes zálogjog illeti meg.	A vállalkozó a teljesítés előtt bármikor elállhat.
Az alábbiak közül melyik nem a vállalkozási szerződés altípusa?<br>a) A tervezési szerződés.<br>b) A fuvarozási szerződés.<br>c) A szállítmányozási szerződés.<br>d) A kivitelezési szerződés.	A szállítmányozási szerződés.
Melyik állítás hamis?<br>a) A megbízási szerződés eredménykötelem.<br>b) A megbízó a szerződést felmondhatja.<br>c) A megbízott a szerződést felmondhatja.<br>d) A megbízottat törvényes zálogjog illeti meg.	A megbízási szerződés eredménykötelem.
Az alábbiak közül melyik nem a megbízási szerződés altípusa?<br>a) A bizományi szerződés.<br>b) A szállítmányozási szerződés.<br>c) A közvetítői szerződés.<br>d) A fuvarozási szerződés.	A fuvarozási szerződés.
Az alábbiak közül melyik nem minősül különleges adatnak?<br>a) Az érintett egészségi állapota.<br>b) Az érintett vagyoni helyzete.<br>c) Az érintett vallási meggyőződése.<br>d) Az érintett politikai véleménye.	Az érintett vagyoni helyzete.
Az alábbi műveletek közül melyik nem minősül adatkezelésnek?<br>a) Az adatok gyűjtése.<br>b) Az adatok tárolása.<br>c) Az adatok lekérdezése.<br>d) Mind a három fenti művelet adatkezelésnek minősül.	Mind a három fenti művelet adatkezelésnek minősül.
Az alábbi műveletek közül melyik minősül adatfeldolgozásnak?<br>a) Az adatok gyűjtése.<br>b) Az adatkezelő megbízásából végzett adatkezelési műveletek elvégzése.<br>c) Az adatok lekérdezése.<br>d) Mind a három fenti művelet adatfeldolgozásnak minősül.	Az adatkezelő megbízásából végzett adatkezelési műveletek elvégzése.
Az alábbi 3 állítás közül melyik hamis?<br>a) Személyes adatok kezeléséhez elég ha az érintett szóban hozzájárult.<br>b) Különleges adat csak törvényi előírás alapján kezelhető.<br>c) Bűnügyi személyes adatot csak állami vagy önkormányzati szerv kezelhet.<br>d) Mind a három fenti állítás igaz.	Különleges adat csak törvényi előírás alapján kezelhető.
Az alábbi adatkezelők közül melyiknél nem kötelező adatvédelmi tisztviselő alkalmazása?<br>a) Állami feladatot ellátó adatkezelő szervezetnél.<br>b) Bíróságoknál.<br>c) Közfeladatot ellátó adatkezelő szervezetnél.<br>d) Mindhárom fenti esetben kötelező.	Bíróságoknál.
Az alábbiak jogok közül melyikkel nem rendelkezik a személyes adatok érintettje?<br>a) A törléshez való joggal. <br>b) A helyesbítéshez való joggal.<br>c) Az előzetes tájékozódáshoz való joggal.<br>d) Mindhárom fenti joggal rendelkezik.	Mindhárom fenti joggal rendelkezik.
Az alábbi állítások közül melyik hamis?<br>a) A NAIH elnökét a köztársasági elnök nevezi ki 9 évre.<br>b) Az adatigénylésnek a közfeladatot ellátó szerv 15 napon belül köteles eleget tenni.<br>c) Az adatigénylés költségtérítése a kézbesítés költségét nem tartalmazhatja.<br>d) Adatigénylés benyújtása esetén a jogi képviselet nem kötelező.	Az adatigénylés költségtérítése a kézbesítés költségét nem tartalmazhatja.
Az alábbiak közül melyik esetben nem tiltakozhat az érintett személyes adatának kezelése ellen?<br>a) Közvetlen üzletszerzés céljára történő felhasználás esetén.<br>b) Közvélemény kutatási célú felhasználás esetén.<br>c) Tudományos célú felhasználás esetén.<br>d) Mindhárom fenti esetben tiltakozhat.	Mindhárom fenti esetben tiltakozhat.
Az alábbiak közül melyik esetben nem tiltakozhat az érintett, személyes adatának kezelése ellen?<br>a) Közvetlen üzletszerzés céljára történő felhasználás esetén.<br>b) Közvélemény kutatási célú felhasználás esetén.<br>c) Ha az adatkezelést közérdekű célból törvény rendeli el.<br>d) Mindhárom fenti esetben tiltakozhat.	Ha az adatkezelést közérdekű célból törvény rendeli el.
Az alábbiak közül melyik alkotás nem áll a szerzői jog védelme alatt?<br>a) Ötlet, eljárás.<br>b) Szoftver<br>c) Adatbázis<br>d) Térkép	Ötlet, eljárás.
Mennyi ideig védi a szerzői jog a művet?<br>a) 50 évig.<br>b) A szerző élete végéig.<br>c) A szerző életében és halála után 70 évig.<br>d) 20 évig.	A szerző életében és halála után 70 évig.
Melyik állítás hamis?<br>a) A felhasználási engedély korlátozható valamely területre.<br>b) A felhasználási engedély korlátozható megadott időtartamra.<br>c) A felhasználási engedély korlátozható valamely felhasználási módra.<br>d) A felhasználási engedély szóban is érvényes.	A felhasználási engedély szóban is érvényes.
Mennyi ideig védi a szabadalmi oltalom a találmányt?<br>a) 10 évig.<br>b) 20 évig.<br>c) A szabadalmas élete végéig.<br>d) A szabadalmas életében és halála után 20 évig.	20 évig.